,destinationCountry,destinationCurrency,destinationAmount,originCountry,originCurrency,originAmount,state,destinationMethod,originMethod,transactionId,originUserId,destinationUserId,hour_sin,hour_cos,day_sin,day_cos,week_day_sin,week_day_cos
274,IN,INR,450000.0,IN,INR,450000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,00cc78bb1f3b441bb40f8ddb90563128,ca833bb2-eb50-4422-86f2-6bbd8f507117,9fa40961-e989-4b40-8d40-78816ccde6b0,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
275,IN,INR,11004.0,IN,INR,11004.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,7ebcbbe8f02549dfa767e3a069854542,5b5779a6-22ec-414a-9054-06d26f02ff5f,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
276,IN,INR,5500.0,IN,INR,5500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,115d0850ea8048fdb28ff05bd33653d5,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
277,IN,INR,5277.0,IN,INR,5277.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,df35da8d3085429b98c3d6cde1c38913,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
278,IN,INR,2277.61,IN,INR,2277.61,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,5cd17fb62f564f0495b9dd57402719ae,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
279,IN,INR,8914.0,IN,INR,8914.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,fb51efbd0e8b4584bf757d165871feb2,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
280,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,171396826827129595430087363226828395067,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
281,IN,INR,500.0,IN,INR,500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,119406822393193361699215346124619920874,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
282,IN,INR,8450.0,IN,INR,8450.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,f32b89707f0d4e08a97c865a8ba602ab,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
283,IN,INR,1924.81,IN,INR,1924.81,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,cf85845ccad3448789f8253e7818506b,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
284,IN,INR,38000.0,IN,INR,38000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,197616858381882266191146086012986851679,N/A,0cdfb6ac-c633-4ee7-a2d3-bbbf03bfdadd,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
285,IN,INR,1656.21,IN,INR,1656.21,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,5c23b528fa1b4d63a81e35f3af37d6ca,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
286,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,115474137036003109655165534634634856966,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
287,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,36321235205495423517554188624174477394,N/A,4115204f-2efe-4b49-920d-79959524e44b,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
288,IN,INR,500.0,IN,INR,500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,164907032826033054448784326280098297618,N/A,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
289,IN,INR,20000.0,IN,INR,20000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,106259634782427371184479436013957068581,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
290,IN,INR,1699.0,IN,INR,1699.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,318105528277459343044505151345031027802,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
291,IN,INR,6000.0,IN,INR,6000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,232425860560626103274769066598213075787,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
292,IN,INR,260.0,IN,INR,260.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,d86bd53e527e44a8bd45a2cf18c72366,0b85951b-c817-499e-ad17-453e5feaf87c,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
293,IN,INR,7579.0,IN,INR,7579.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,399e830e852e4018940914705ad83a0b,18c93a66-2bd3-4441-8857-9a8384386aa3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
294,IN,INR,8500.0,IN,INR,8500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,61794561695111617292865224647869126087,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
295,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,92528692760042992004158641582988322214,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
296,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,225147513832023301353766070950028863309,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
297,IN,INR,200.0,IN,INR,200.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,254157895688982734466684057773390554117,N/A,c9d51614-4fbb-4165-96b6-6c95022cd203,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
298,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,334788763021662591530612223502876232604,N/A,8f29ba06-7415-4455-894d-a21c9208752d,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
299,IN,INR,8000.0,IN,INR,8000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,37828061972197570338449937415797310026,N/A,c9d51614-4fbb-4165-96b6-6c95022cd203,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
300,IN,INR,10164.0,IN,INR,10164.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,cb540f9901d34c6191f8fe5253ea3624,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
301,IN,INR,1703.0,IN,INR,1703.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,41d4cd2dea0448dd8b6bec0e585f1c9d,18c93a66-2bd3-4441-8857-9a8384386aa3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
302,IN,INR,120.0,IN,INR,120.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,275711937140547914806381273007408458724,N/A,8f29ba06-7415-4455-894d-a21c9208752d,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
303,IN,INR,7429.0,IN,INR,7429.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,b3ad8cda79bf4467982c28e939d7d506,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
304,IN,INR,5838.0,IN,INR,5838.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,01a581257a3f443abc190be125edd3a5,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
305,IN,INR,10628.0,IN,INR,10628.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,3bca28ceed6b47d482bf1bc1d5d7f44b,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
306,IN,INR,1852.0,IN,INR,1852.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,1c6a913ccb564d9fb91b1f51a8685512,18c93a66-2bd3-4441-8857-9a8384386aa3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
307,IN,INR,1092.07,IN,INR,1092.07,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,1a3a9ea8c0714bb29c8c1c5e3bbbafdc,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
308,IN,INR,1784.0,IN,INR,1784.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,261183142719085858330566548873704910691,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
309,IN,INR,1300.0,IN,INR,1300.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,317403642680703051681824841376825727270,N/A,7099283d-fae3-4e04-bb8c-ef90022585d4,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
310,IN,INR,1768.0,IN,INR,1768.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,9ecaf2a1847e4b0c92fd88ed52ac9135,18c93a66-2bd3-4441-8857-9a8384386aa3,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
311,IN,INR,500.0,IN,INR,500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,843cfd1556744fb0947e62fbe48e5e3f,7099283d-fae3-4e04-bb8c-ef90022585d4,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
312,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,326493807783547448783712358226486134762,N/A,0b85951b-c817-499e-ad17-453e5feaf87c,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
313,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,206922997506889282641420145303781035798,N/A,c9d51614-4fbb-4165-96b6-6c95022cd203,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
314,IN,INR,97.85,IN,INR,97.85,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,217363761618748017443613645178891131820,N/A,c9d51614-4fbb-4165-96b6-6c95022cd203,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
315,IN,INR,5000.0,IN,INR,5000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,191536444401336315090427921026901610871,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
316,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,266801366396639810909492736004884425658,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
317,IN,INR,15000.0,IN,INR,15000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,311871405421852129768640678648969018362,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
318,IN,INR,2000.0,IN,INR,2000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,256297151478661402742837128692772505445,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
319,IN,INR,10300.0,IN,INR,10300.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,3cfdffe93e9e43e0bd73b19c2836f12c,68d44d8a-cb77-4293-bb79-4fbc53bd93ff,N/A,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
320,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,291850215172187866251517148146083151057,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
321,IN,INR,2000.0,IN,INR,2000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,197818266156150279879911619326153770901,N/A,8f29ba06-7415-4455-894d-a21c9208752d,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
322,IN,INR,1100.0,IN,INR,1100.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,304161212256578780352919551511907548367,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
323,IN,INR,15000.0,IN,INR,15000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,264546342292346680070639268738118888088,N/A,ca833bb2-eb50-4422-86f2-6bbd8f507117,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
324,IN,INR,2208.0,IN,INR,2208.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,161093385267791037073042699836627714739,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
325,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,294343094346997792665628800210498634876,N/A,ca833bb2-eb50-4422-86f2-6bbd8f507117,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
326,IN,INR,16000.0,IN,INR,16000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,44627579244723601485561582050772579452,N/A,ca833bb2-eb50-4422-86f2-6bbd8f507117,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
327,IN,INR,6000.0,IN,INR,6000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,319660840321216285238882309996697646783,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
328,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,331615157535266249425075383125829308580,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.8660254037844386,0.5000000000000001,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
329,IN,INR,7000.0,IN,INR,7000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,151316030967253062964336189019907611389,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
330,IN,INR,2124.0,IN,INR,2124.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,144405272481478560541228995767448332032,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
331,IN,INR,23728.5,IN,INR,23728.5,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,8698969153df474984ed63bdc3b5b5db,ca833bb2-eb50-4422-86f2-6bbd8f507117,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
332,IN,INR,10156.0,IN,INR,10156.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,82028e17933b407c844414075eb11eec,5b5779a6-22ec-414a-9054-06d26f02ff5f,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
333,IN,INR,1800.0,IN,INR,1800.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,260720886962791191596583061549188168844,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
334,IN,INR,600.0,IN,INR,600.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,990fb48d7bce48cd852069e70da3fcc5,18c93a66-2bd3-4441-8857-9a8384386aa3,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
335,IN,INR,1000.0,IN,INR,1000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,238959677667337475776557656322936331234,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
336,IN,INR,2600.0,IN,INR,2600.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,643b7894168c498b864b71abdff908f0,7099283d-fae3-4e04-bb8c-ef90022585d4,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
337,IN,INR,1.0,IN,INR,1.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,9c54064f529844ff8cfca1fa711ffa36,7099283d-fae3-4e04-bb8c-ef90022585d4,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
338,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,b81bfee07a0c4faf80218606bbd33486,5b5779a6-22ec-414a-9054-06d26f02ff5f,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
339,IN,INR,6334.0,IN,INR,6334.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,8eb00646ad0443a28e9801f193445ef7,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
340,IN,INR,500.0,IN,INR,500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,ce921ca61f294e05a4f7e3f55dd7aeb1,7099283d-fae3-4e04-bb8c-ef90022585d4,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
341,IN,INR,20500.0,IN,INR,20500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,5868632a259c4eacb09fe68bdf4572c7,7099283d-fae3-4e04-bb8c-ef90022585d4,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
342,IN,INR,5318.0,IN,INR,5318.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,18b716217b1141e897e0a214cf6a1cd0,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
343,IN,INR,8456.0,IN,INR,8456.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,56f8fdd00ce242ce9c8d5e184ac7c5da,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
344,IN,INR,10000.0,IN,INR,10000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,311715404807914015144453835431179742220,N/A,ca833bb2-eb50-4422-86f2-6bbd8f507117,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
345,IN,INR,11004.0,IN,INR,11004.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,0b32d5d011554426816b7f1ee6bc0f57,8150dfd1-9265-421f-b33e-cc423205c4d3,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
346,IN,INR,15.0,IN,INR,15.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,254794955251987470796368541483353176974,N/A,8f29ba06-7415-4455-894d-a21c9208752d,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
347,IN,INR,1500.0,IN,INR,1500.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,10670369503642648768396865600581076909,N/A,5b5779a6-22ec-414a-9054-06d26f02ff5f,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
348,IN,INR,5.0,IN,INR,5.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,684289ff035a4f56b93fa2bcb998e373,de38d59a-f9af-4b9b-9f10-bd0e9421a650,N/A,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
349,IN,INR,5.0,IN,INR,5.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,118662369258450077507350108247465175813,N/A,de38d59a-f9af-4b9b-9f10-bd0e9421a650,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
350,IN,INR,9516.0,IN,INR,9516.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,73080026011825833628511319135950830663,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
351,IN,INR,8600.0,IN,INR,8600.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,105092693801406630286803774559100415173,N/A,8150dfd1-9265-421f-b33e-cc423205c4d3,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
352,IN,INR,5000.0,IN,INR,5000.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,68401617840408573724653417268485143922,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
353,IN,INR,6400.0,IN,INR,6400.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,287041496186267445448761342090836206906,N/A,5ca38000-a81f-4814-8a0e-bda3d91bb483,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
354,IN,INR,25.0,IN,INR,25.0,CREATED,GENERIC_BANK_ACCOUNT,GENERIC_BANK_ACCOUNT,272503673779293361983161682781589930317,N/A,8f29ba06-7415-4455-894d-a21c9208752d,-0.9659258262890684,0.2588190451025203,-0.8958392907349089,-0.44437817810461344,0.974927912181824,-0.2225209339563129
